node,isBusStop,isMetroStation,x,y
1255,0,0,55,-12
1256,0,0,56,-12
1257,0,0,57,-12
1258,0,0,58,-12
1259,0,0,59,-12
1260,0,0,60,-12
1261,0,0,61,-12
1262,0,0,62,-12
1263,0,0,63,-12
1264,0,0,64,-12
1265,0,0,65,-12
1266,0,0,66,-12
1267,0,0,67,-12
1268,0,0,68,-12
1269,0,0,69,-12
1270,0,0,70,-12
1271,0,0,71,-12
1272,0,0,72,-12
1273,0,0,73,-12
1274,0,0,74,-12
1275,0,0,75,-12
1276,0,0,76,-12
1277,0,0,77,-12
1278,0,0,78,-12
1279,0,0,79,-12
1280,0,0,80,-12
1281,0,0,81,-12
1282,0,0,82,-12
1283,0,0,83,-12
1284,0,0,84,-12
1285,0,0,85,-12
1286,0,0,86,-12
1287,0,0,87,-12
1288,0,0,88,-12
1289,0,0,89,-12
1290,0,0,90,-12
1291,0,0,91,-12
1292,0,0,92,-12
1293,0,0,93,-12
1294,0,0,94,-12
1295,0,0,95,-12
1296,0,0,96,-12
1297,0,0,97,-12
1298,0,0,98,-12
1299,0,0,99,-12
1300,0,0,0,-13
1301,0,0,1,-13
1302,0,0,2,-13
1303,0,0,3,-13
1304,0,0,4,-13
1305,0,0,5,-13
1306,0,0,6,-13
1307,0,0,7,-13
1308,0,0,8,-13
1309,0,0,9,-13
1310,0,0,10,-13
1311,0,0,11,-13
1312,0,0,12,-13
1313,0,0,13,-13
1314,0,0,14,-13
1315,0,0,15,-13
1316,0,0,16,-13
1317,0,0,17,-13
1318,0,0,18,-13
1319,0,0,19,-13
1320,0,0,20,-13
1321,0,0,21,-13
1322,0,0,22,-13
1323,0,0,23,-13
1324,0,0,24,-13
1325,0,0,25,-13
1326,0,0,26,-13
1327,0,0,27,-13
1328,0,0,28,-13
1329,0,0,29,-13
1330,0,0,30,-13
1331,0,0,31,-13
1332,0,0,32,-13
1333,0,0,33,-13
1334,0,0,34,-13
1335,0,0,35,-13
1336,0,0,36,-13
1337,0,0,37,-13
1338,0,0,38,-13
1339,0,0,39,-13
1340,0,0,40,-13
1341,0,0,41,-13
1342,0,0,42,-13
1343,0,0,43,-13
1344,0,0,44,-13
1345,0,0,45,-13
1346,0,0,46,-13
1347,0,0,47,-13
1348,0,0,48,-13
1349,0,0,49,-13
1350,0,0,50,-13
1351,0,0,51,-13
1352,0,0,52,-13
1353,0,0,53,-13
1354,0,0,54,-13
1355,0,0,55,-13
1356,0,0,56,-13
1357,0,0,57,-13
1358,0,0,58,-13
1359,0,0,59,-13
1360,0,0,60,-13
1361,0,0,61,-13
1362,0,0,62,-13
1363,0,0,63,-13
1364,0,0,64,-13
1365,0,0,65,-13
1366,0,0,66,-13
1367,0,0,67,-13
1368,0,0,68,-13
1369,0,0,69,-13
1370,0,0,70,-13
1371,0,0,71,-13
1372,0,0,72,-13
1373,0,0,73,-13
1374,0,0,74,-13
1375,0,0,75,-13
1376,0,0,76,-13
1377,0,0,77,-13
1378,0,0,78,-13
1379,0,0,79,-13
1380,0,0,80,-13
1381,0,0,81,-13
1382,0,0,82,-13
1383,0,0,83,-13
1384,0,0,84,-13
1385,0,0,85,-13
1386,0,0,86,-13
1387,0,0,87,-13
1388,0,0,88,-13
1389,0,0,89,-13
1390,0,0,90,-13
1391,0,0,91,-13
1392,0,0,92,-13
1393,0,0,93,-13
1394,0,0,94,-13
1395,0,0,95,-13
1396,0,0,96,-13
1397,0,0,97,-13
1398,0,0,98,-13
1399,0,0,99,-13
1400,0,0,0,-14
1401,0,0,1,-14
1402,0,0,2,-14
1403,0,0,3,-14
1404,0,0,4,-14
1405,0,0,5,-14
1406,0,0,6,-14
1407,0,0,7,-14
1408,0,0,8,-14
1409,0,0,9,-14
1410,0,0,10,-14
1411,0,0,11,-14
1412,0,0,12,-14
1413,0,0,13,-14
1414,0,0,14,-14
1415,0,0,15,-14
1416,0,0,16,-14
1417,0,0,17,-14
1418,0,0,18,-14
1419,0,0,19,-14
1420,0,0,20,-14
1421,0,0,21,-14
1422,0,0,22,-14
1423,0,0,23,-14
1424,0,0,24,-14
1425,0,0,25,-14
1426,0,0,26,-14
1427,0,0,27,-14
1428,0,0,28,-14
1429,0,0,29,-14
1430,0,0,30,-14
1431,0,0,31,-14
1432,0,0,32,-14
1433,0,0,33,-14
1434,0,0,34,-14
1435,0,0,35,-14
1436,0,0,36,-14
1437,0,0,37,-14
1438,0,0,38,-14
1439,0,0,39,-14
1440,0,0,40,-14
1441,0,0,41,-14
1442,0,0,42,-14
1443,0,0,43,-14
1444,0,0,44,-14
1445,0,0,45,-14
1446,0,0,46,-14
1447,0,0,47,-14
1448,0,0,48,-14
1449,0,0,49,-14
1450,0,0,50,-14
1451,0,0,51,-14
1452,0,0,52,-14
1453,0,0,53,-14
1454,0,0,54,-14
1455,0,0,55,-14
1456,0,0,56,-14
1457,0,0,57,-14
1458,0,0,58,-14
1459,0,0,59,-14
1460,0,0,60,-14
1461,0,0,61,-14
1462,0,0,62,-14
1463,0,0,63,-14
1464,0,0,64,-14
1465,0,0,65,-14
1466,0,0,66,-14
1467,0,0,67,-14
1468,0,0,68,-14
1469,0,0,69,-14
1470,0,0,70,-14
1471,0,0,71,-14
1472,0,0,72,-14
1473,0,0,73,-14
1474,0,0,74,-14
1475,0,0,75,-14
1476,0,0,76,-14
1477,0,0,77,-14
1478,0,0,78,-14
1479,0,0,79,-14
1480,0,0,80,-14
1481,0,0,81,-14
1482,0,0,82,-14
1483,0,0,83,-14
1484,0,0,84,-14
1485,0,0,85,-14
1486,0,0,86,-14
1487,0,0,87,-14
1488,0,0,88,-14
1489,0,0,89,-14
1490,0,0,90,-14
1491,0,0,91,-14
1492,0,0,92,-14
1493,0,0,93,-14
1494,0,0,94,-14
1495,0,0,95,-14
1496,0,0,96,-14
1497,0,0,97,-14
1498,0,0,98,-14
1499,0,0,99,-14
1500,0,0,0,-15
1501,0,0,1,-15
1502,0,0,2,-15
1503,0,0,3,-15
1504,0,0,4,-15
1505,0,0,5,-15
1506,0,0,6,-15
1507,0,0,7,-15
1508,0,0,8,-15
1509,0,0,9,-15
1510,0,0,10,-15
1511,0,0,11,-15
1512,0,0,12,-15
1513,0,0,13,-15
1514,0,0,14,-15
1515,0,0,15,-15
1516,0,0,16,-15
1517,0,0,17,-15
1518,0,0,18,-15
1519,0,0,19,-15
1520,0,0,20,-15
1521,0,0,21,-15
1522,0,0,22,-15
1523,0,0,23,-15
1524,0,0,24,-15
1525,0,0,25,-15
1526,0,0,26,-15
1527,0,0,27,-15
1528,0,0,28,-15
1529,0,0,29,-15
1530,0,0,30,-15
1531,0,0,31,-15
1532,0,0,32,-15
1533,0,0,33,-15
1534,0,0,34,-15
1535,0,0,35,-15
1536,0,0,36,-15
1537,0,0,37,-15
1538,0,0,38,-15
1539,0,0,39,-15
1540,0,0,40,-15
1541,0,0,41,-15
1542,0,0,42,-15
1543,0,0,43,-15
1544,0,0,44,-15
1545,0,0,45,-15
1546,0,0,46,-15
1547,0,0,47,-15
1548,0,0,48,-15
1549,0,0,49,-15
1550,0,0,50,-15
1551,0,0,51,-15
1552,0,0,52,-15
1553,0,0,53,-15
1554,0,0,54,-15
1555,0,0,55,-15
1556,0,0,56,-15
1557,0,0,57,-15
1558,0,0,58,-15
1559,0,0,59,-15
1560,0,0,60,-15
1561,0,0,61,-15
1562,0,0,62,-15
1563,0,0,63,-15
1564,0,0,64,-15
1565,0,0,65,-15
1566,0,0,66,-15
1567,0,0,67,-15
1568,0,0,68,-15
1569,0,0,69,-15
1570,0,0,70,-15
1571,0,0,71,-15
1572,0,0,72,-15
1573,0,0,73,-15
1574,0,0,74,-15
1575,0,0,75,-15
1576,0,0,76,-15
1577,0,0,77,-15
1578,0,0,78,-15
1579,0,0,79,-15
1580,0,0,80,-15
1581,0,0,81,-15
1582,0,0,82,-15
1583,0,0,83,-15
1584,0,0,84,-15
1585,0,0,85,-15
1586,0,0,86,-15
1587,0,0,87,-15
1588,0,0,88,-15
1589,0,0,89,-15
1590,0,0,90,-15
1591,0,0,91,-15
1592,0,0,92,-15
1593,0,0,93,-15
1594,0,0,94,-15
1595,0,0,95,-15
1596,0,0,96,-15
1597,0,0,97,-15
1598,0,0,98,-15
1599,0,0,99,-15
1600,0,0,0,-16
1601,0,0,1,-16
1602,0,0,2,-16
1603,0,0,3,-16
1604,0,0,4,-16
1605,0,0,5,-16
1606,0,0,6,-16
1607,0,0,7,-16
1608,0,0,8,-16
1609,0,0,9,-16
1610,0,0,10,-16
1611,0,0,11,-16
1612,0,0,12,-16
1613,0,0,13,-16
1614,0,0,14,-16
1615,0,0,15,-16
1616,0,0,16,-16
1617,0,0,17,-16
1618,0,0,18,-16
1619,0,0,19,-16
1620,0,0,20,-16
1621,0,0,21,-16
1622,0,0,22,-16
1623,0,0,23,-16
1624,0,0,24,-16
1625,0,0,25,-16
1626,0,0,26,-16
1627,0,0,27,-16
1628,0,0,28,-16
1629,0,0,29,-16
1630,0,0,30,-16
1631,0,0,31,-16
1632,0,0,32,-16
1633,0,0,33,-16
1634,0,0,34,-16
1635,0,0,35,-16
1636,0,0,36,-16
1637,0,0,37,-16
1638,0,0,38,-16
1639,0,0,39,-16
1640,0,0,40,-16
1641,0,0,41,-16
1642,0,0,42,-16
1643,0,0,43,-16
1644,0,0,44,-16
1645,0,0,45,-16
1646,0,0,46,-16
1647,0,0,47,-16
1648,0,0,48,-16
1649,0,0,49,-16
1650,0,0,50,-16
1651,0,0,51,-16
1652,0,0,52,-16
1653,0,0,53,-16
1654,0,0,54,-16
1655,0,0,55,-16
1656,0,0,56,-16
1657,0,0,57,-16
1658,0,0,58,-16
1659,0,0,59,-16
1660,0,0,60,-16
1661,0,0,61,-16
1662,0,0,62,-16
1663,0,0,63,-16
1664,0,0,64,-16
1665,0,0,65,-16
1666,0,0,66,-16
1667,0,0,67,-16
1668,0,0,68,-16
1669,0,0,69,-16
1670,0,0,70,-16
1671,0,0,71,-16
1672,0,0,72,-16
1673,0,0,73,-16
1674,0,0,74,-16
1675,0,0,75,-16
1676,0,0,76,-16
1677,0,0,77,-16
1678,0,0,78,-16
1679,0,0,79,-16
1680,0,0,80,-16
1681,0,0,81,-16
1682,0,0,82,-16
1683,0,0,83,-16
1684,0,0,84,-16
1685,0,0,85,-16
1686,0,0,86,-16
1687,0,0,87,-16
1688,0,0,88,-16
1689,0,0,89,-16
1690,0,0,90,-16
1691,0,0,91,-16
1692,0,0,92,-16
1693,0,0,93,-16
1694,0,0,94,-16
1695,0,0,95,-16
1696,0,0,96,-16
1697,0,0,97,-16
1698,0,0,98,-16
1699,0,0,99,-16
1700,0,0,0,-17
1701,0,0,1,-17
1702,0,0,2,-17
1703,0,0,3,-17
1704,0,0,4,-17
1705,0,0,5,-17
1706,0,0,6,-17
1707,0,0,7,-17
1708,0,0,8,-17
1709,0,0,9,-17
1710,0,0,10,-17
1711,0,0,11,-17
1712,0,0,12,-17
1713,0,0,13,-17
1714,0,0,14,-17
1715,0,0,15,-17
1716,0,0,16,-17
1717,0,0,17,-17
1718,0,0,18,-17
1719,0,0,19,-17
1720,0,0,20,-17
1721,0,0,21,-17
1722,0,0,22,-17
1723,0,0,23,-17
1724,0,0,24,-17
1725,0,0,25,-17
1726,0,0,26,-17
1727,0,0,27,-17
1728,0,0,28,-17
1729,0,0,29,-17
1730,0,0,30,-17
1731,0,0,31,-17
1732,0,0,32,-17
1733,0,0,33,-17
1734,0,0,34,-17
1735,0,0,35,-17
1736,0,0,36,-17
1737,0,0,37,-17
1738,0,0,38,-17
1739,0,0,39,-17
1740,0,0,40,-17
1741,0,0,41,-17
1742,0,0,42,-17
1743,0,0,43,-17
1744,0,0,44,-17
1745,0,0,45,-17
1746,0,0,46,-17
1747,0,0,47,-17
1748,0,0,48,-17
1749,0,0,49,-17
1750,0,0,50,-17
1751,0,0,51,-17
1752,0,0,52,-17
1753,0,0,53,-17
1754,0,0,54,-17
1755,0,0,55,-17
1756,0,0,56,-17
1757,0,0,57,-17
1758,0,0,58,-17
1759,0,0,59,-17
1760,0,0,60,-17
1761,0,0,61,-17
1762,0,0,62,-17
1763,0,0,63,-17
1764,0,0,64,-17
1765,0,0,65,-17
1766,0,0,66,-17
1767,0,0,67,-17
1768,0,0,68,-17
1769,0,0,69,-17
1770,0,0,70,-17
1771,0,0,71,-17
1772,0,0,72,-17
1773,0,0,73,-17
1774,0,0,74,-17
1775,0,0,75,-17
1776,0,0,76,-17
1777,0,0,77,-17
1778,0,0,78,-17
1779,0,0,79,-17
1780,0,0,80,-17
1781,0,0,81,-17
1782,0,0,82,-17
1783,0,0,83,-17
1784,0,0,84,-17
1785,0,0,85,-17
1786,0,0,86,-17
1787,0,0,87,-17
1788,0,0,88,-17
1789,0,0,89,-17
1790,0,0,90,-17
1791,0,0,91,-17
1792,0,0,92,-17
1793,0,0,93,-17
1794,0,0,94,-17
1795,0,0,95,-17
1796,0,0,96,-17
1797,0,0,97,-17
1798,0,0,98,-17
1799,0,0,99,-17
1800,0,0,0,-18
1801,0,0,1,-18
1802,0,0,2,-18
1803,0,0,3,-18
1804,0,0,4,-18
1805,0,0,5,-18
1806,0,0,6,-18
1807,0,0,7,-18
1808,0,0,8,-18
1809,0,0,9,-18
1810,0,0,10,-18
1811,0,0,11,-18
1812,0,0,12,-18
1813,0,0,13,-18
1814,0,0,14,-18
1815,0,0,15,-18
1816,0,0,16,-18
1817,0,0,17,-18
1818,0,0,18,-18
1819,0,0,19,-18
1820,0,0,20,-18
1821,0,0,21,-18
1822,0,0,22,-18
1823,0,0,23,-18
1824,0,0,24,-18
1825,0,0,25,-18
1826,0,0,26,-18
1827,0,0,27,-18
1828,0,0,28,-18
1829,0,0,29,-18
1830,0,0,30,-18
1831,0,0,31,-18
1832,0,0,32,-18
1833,0,0,33,-18
1834,0,0,34,-18
1835,0,0,35,-18
1836,0,0,36,-18
1837,0,0,37,-18
1838,0,0,38,-18
1839,0,0,39,-18
1840,0,0,40,-18
1841,0,0,41,-18
1842,0,0,42,-18
1843,0,0,43,-18
1844,0,0,44,-18
1845,0,0,45,-18
1846,0,0,46,-18
1847,0,0,47,-18
1848,0,0,48,-18
1849,0,0,49,-18
1850,0,0,50,-18
1851,0,0,51,-18
1852,0,0,52,-18
1853,0,0,53,-18
1854,0,0,54,-18
1855,0,0,55,-18
1856,0,0,56,-18
1857,0,0,57,-18
1858,0,0,58,-18
1859,0,0,59,-18
1860,0,0,60,-18
1861,0,0,61,-18
1862,0,0,62,-18
1863,0,0,63,-18
1864,0,0,64,-18
1865,0,0,65,-18
1866,0,0,66,-18
1867,0,0,67,-18
1868,0,0,68,-18
1869,0,0,69,-18
1870,0,0,70,-18
1871,0,0,71,-18
1872,0,0,72,-18
1873,0,0,73,-18
1874,0,0,74,-18
1875,0,0,75,-18
1876,0,0,76,-18
1877,0,0,77,-18
1878,0,0,78,-18
1879,0,0,79,-18
1880,0,0,80,-18
1881,0,0,81,-18
1882,0,0,82,-18
1883,0,0,83,-18
1884,0,0,84,-18
1885,0,0,85,-18
1886,0,0,86,-18
1887,0,0,87,-18
1888,0,0,88,-18
1889,0,0,89,-18
1890,0,0,90,-18
1891,0,0,91,-18
1892,0,0,92,-18
1893,0,0,93,-18
1894,0,0,94,-18
1895,0,0,95,-18
1896,0,0,96,-18
1897,0,0,97,-18
1898,0,0,98,-18
1899,0,0,99,-18
1900,0,0,0,-19
1901,0,0,1,-19
1902,0,0,2,-19
1903,0,0,3,-19
1904,0,0,4,-19
1905,0,0,5,-19
1906,0,0,6,-19
1907,0,0,7,-19
1908,0,0,8,-19
1909,0,0,9,-19
1910,0,0,10,-19
1911,0,0,11,-19
1912,0,0,12,-19
1913,0,0,13,-19
1914,0,0,14,-19
1915,0,0,15,-19
1916,0,0,16,-19
1917,0,0,17,-19
1918,0,0,18,-19
1919,0,0,19,-19
1920,0,0,20,-19
1921,0,0,21,-19
1922,0,0,22,-19
1923,0,0,23,-19
1924,0,0,24,-19
1925,0,0,25,-19
1926,0,0,26,-19
1927,0,0,27,-19
1928,0,0,28,-19
1929,0,0,29,-19
1930,0,0,30,-19
1931,0,0,31,-19
1932,0,0,32,-19
1933,0,0,33,-19
1934,0,0,34,-19
1935,0,0,35,-19
1936,0,0,36,-19
1937,0,0,37,-19
1938,0,0,38,-19
1939,0,0,39,-19
1940,0,0,40,-19
1941,0,0,41,-19
1942,0,0,42,-19
1943,0,0,43,-19
1944,0,0,44,-19
1945,0,0,45,-19
1946,0,0,46,-19
1947,0,0,47,-19
1948,0,0,48,-19
1949,0,0,49,-19
1950,0,0,50,-19
1951,0,0,51,-19
1952,0,0,52,-19
1953,0,0,53,-19
1954,0,0,54,-19
1955,0,0,55,-19
1956,0,0,56,-19
1957,0,0,57,-19
1958,0,0,58,-19
1959,0,0,59,-19
1960,0,0,60,-19
1961,0,0,61,-19
1962,0,0,62,-19
1963,0,0,63,-19
1964,0,0,64,-19
1965,0,0,65,-19
1966,0,0,66,-19
1967,0,0,67,-19
1968,0,0,68,-19
1969,0,0,69,-19
1970,0,0,70,-19
1971,0,0,71,-19
1972,0,0,72,-19
1973,0,0,73,-19
1974,0,0,74,-19
1975,0,0,75,-19
1976,0,0,76,-19
1977,0,0,77,-19
1978,0,0,78,-19
1979,0,0,79,-19
1980,0,0,80,-19
1981,0,0,81,-19
1982,0,0,82,-19
1983,0,0,83,-19
1984,0,0,84,-19
1985,0,0,85,-19
1986,0,0,86,-19
1987,0,0,87,-19
1988,0,0,88,-19
1989,0,0,89,-19
1990,0,0,90,-19
1991,0,0,91,-19
1992,0,0,92,-19
1993,0,0,93,-19
1994,0,0,94,-19
1995,0,0,95,-19
1996,0,0,96,-19
1997,0,0,97,-19
1998,0,0,98,-19
1999,0,0,99,-19
2000,0,0,0,-20
2001,0,0,1,-20
2002,0,0,2,-20
2003,0,0,3,-20
2004,0,0,4,-20
2005,0,0,5,-20
2006,0,0,6,-20
2007,0,0,7,-20
2008,0,0,8,-20
2009,0,0,9,-20
2010,0,0,10,-20
2011,0,0,11,-20
2012,0,0,12,-20
2013,0,0,13,-20
2014,0,0,14,-20
2015,0,0,15,-20
2016,0,0,16,-20
2017,0,0,17,-20
2018,0,0,18,-20
2019,0,0,19,-20
2020,0,0,20,-20
2021,0,0,21,-20
2022,0,0,22,-20
2023,0,0,23,-20
2024,0,0,24,-20
2025,0,0,25,-20
2026,0,0,26,-20
2027,0,0,27,-20
2028,0,0,28,-20
2029,0,0,29,-20
2030,0,0,30,-20
2031,0,0,31,-20
2032,0,0,32,-20
2033,0,0,33,-20
2034,0,0,34,-20
2035,0,0,35,-20
2036,0,0,36,-20
2037,0,0,37,-20
2038,0,0,38,-20
2039,0,0,39,-20
2040,0,0,40,-20
2041,0,0,41,-20
2042,0,0,42,-20
2043,0,0,43,-20
2044,0,0,44,-20
2045,0,0,45,-20
2046,0,0,46,-20
2047,0,0,47,-20
2048,0,0,48,-20
2049,0,0,49,-20
2050,0,0,50,-20
2051,0,0,51,-20
2052,0,0,52,-20
2053,0,0,53,-20
2054,0,0,54,-20
2055,0,0,55,-20
2056,0,0,56,-20
2057,0,0,57,-20
2058,0,0,58,-20
2059,0,0,59,-20
2060,0,0,60,-20
2061,0,0,61,-20
2062,0,0,62,-20
2063,0,0,63,-20
2064,0,0,64,-20
2065,0,0,65,-20
2066,0,0,66,-20
2067,0,0,67,-20
2068,0,0,68,-20
2069,0,0,69,-20
2070,0,0,70,-20
2071,0,0,71,-20
2072,0,0,72,-20
2073,0,0,73,-20
2074,0,0,74,-20
2075,0,0,75,-20
2076,0,0,76,-20
2077,0,0,77,-20
2078,0,0,78,-20
2079,0,0,79,-20
2080,0,0,80,-20
2081,0,0,81,-20
2082,0,0,82,-20
2083,0,0,83,-20
2084,0,0,84,-20
2085,0,0,85,-20
2086,0,0,86,-20
2087,0,0,87,-20
2088,0,0,88,-20
2089,0,0,89,-20
2090,0,0,90,-20
2091,0,0,91,-20
2092,0,0,92,-20
2093,0,0,93,-20
2094,0,0,94,-20
2095,0,0,95,-20
2096,0,0,96,-20
2097,0,0,97,-20
2098,0,0,98,-20
2099,0,0,99,-20
2100,0,0,0,-21
2101,0,0,1,-21
2102,0,0,2,-21
2103,0,0,3,-21
2104,0,0,4,-21
2105,0,0,5,-21
2106,0,0,6,-21
2107,0,0,7,-21
2108,0,0,8,-21
2109,0,0,9,-21
2110,0,0,10,-21
2111,0,0,11,-21
2112,0,0,12,-21
2113,0,0,13,-21
2114,0,0,14,-21
2115,0,0,15,-21
2116,0,0,16,-21
2117,0,0,17,-21
2118,0,0,18,-21
2119,0,0,19,-21
2120,0,0,20,-21
2121,0,0,21,-21
2122,0,0,22,-21
2123,0,0,23,-21
2124,0,0,24,-21
2125,0,0,25,-21
2126,0,0,26,-21
2127,0,0,27,-21
2128,0,0,28,-21
2129,0,0,29,-21
2130,0,0,30,-21
2131,0,0,31,-21
2132,0,0,32,-21
2133,0,0,33,-21
2134,0,0,34,-21
2135,0,0,35,-21
2136,0,0,36,-21
2137,0,0,37,-21
2138,0,0,38,-21
2139,0,0,39,-21
2140,0,0,40,-21
2141,0,0,41,-21
2142,0,0,42,-21
2143,0,0,43,-21
2144,0,0,44,-21
2145,0,0,45,-21
2146,0,0,46,-21
2147,0,0,47,-21
2148,0,0,48,-21
2149,0,0,49,-21
2150,0,0,50,-21
2151,0,0,51,-21
2152,0,0,52,-21
2153,0,0,53,-21
2154,0,0,54,-21
2155,0,0,55,-21
2156,0,0,56,-21
2157,0,0,57,-21
2158,0,0,58,-21
2159,0,0,59,-21
2160,0,0,60,-21
2161,0,0,61,-21
2162,0,0,62,-21
2163,0,0,63,-21
2164,0,0,64,-21
2165,0,0,65,-21
2166,0,0,66,-21
2167,0,0,67,-21
2168,0,0,68,-21
2169,0,0,69,-21
2170,0,0,70,-21
2171,0,0,71,-21
2172,0,0,72,-21
2173,0,0,73,-21
2174,0,0,74,-21
2175,0,0,75,-21
2176,0,0,76,-21
2177,0,0,77,-21
2178,0,0,78,-21
2179,0,0,79,-21
2180,0,0,80,-21
2181,0,0,81,-21
2182,0,0,82,-21
2183,0,0,83,-21
2184,0,0,84,-21
2185,0,0,85,-21
2186,0,0,86,-21
2187,0,0,87,-21
2188,0,0,88,-21
2189,0,0,89,-21
2190,0,0,90,-21
2191,0,0,91,-21
2192,0,0,92,-21
2193,0,0,93,-21
2194,0,0,94,-21
2195,0,0,95,-21
2196,0,0,96,-21
2197,0,0,97,-21
2198,0,0,98,-21
2199,0,0,99,-21
2200,0,0,0,-22
2201,0,0,1,-22
2202,0,0,2,-22
2203,0,0,3,-22
2204,0,0,4,-22
2205,0,0,5,-22
2206,0,0,6,-22
2207,0,0,7,-22
2208,0,0,8,-22
2209,0,0,9,-22
2210,0,0,10,-22
2211,0,0,11,-22
2212,0,0,12,-22
2213,0,0,13,-22
2214,0,0,14,-22
2215,0,0,15,-22
2216,0,0,16,-22
2217,0,0,17,-22
2218,0,0,18,-22
2219,0,0,19,-22
2220,0,0,20,-22
2221,0,0,21,-22
2222,0,0,22,-22
2223,0,0,23,-22
2224,0,0,24,-22
2225,0,0,25,-22
2226,0,0,26,-22
2227,0,0,27,-22
2228,0,0,28,-22
2229,0,0,29,-22
2230,0,0,30,-22
2231,0,0,31,-22
2232,0,0,32,-22
2233,0,0,33,-22
2234,0,0,34,-22
2235,0,0,35,-22
2236,0,0,36,-22
2237,0,0,37,-22
2238,0,0,38,-22
2239,0,0,39,-22
2240,0,0,40,-22
2241,0,0,41,-22
2242,0,0,42,-22
2243,0,0,43,-22
2244,0,0,44,-22
2245,0,0,45,-22
2246,0,0,46,-22
2247,0,0,47,-22
2248,0,0,48,-22
2249,0,0,49,-22
2250,0,0,50,-22
2251,0,0,51,-22
2252,0,0,52,-22
2253,0,0,53,-22
2254,0,0,54,-22
2255,0,0,55,-22
2256,0,0,56,-22
2257,0,0,57,-22
2258,0,0,58,-22
2259,0,0,59,-22
2260,0,0,60,-22
2261,0,0,61,-22
2262,0,0,62,-22
2263,0,0,63,-22
2264,0,0,64,-22
2265,0,0,65,-22
2266,0,0,66,-22
2267,0,0,67,-22
2268,0,0,68,-22
2269,0,0,69,-22
2270,0,0,70,-22
2271,0,0,71,-22
2272,0,0,72,-22
2273,0,0,73,-22
2274,0,0,74,-22
2275,0,0,75,-22
2276,0,0,76,-22
2277,0,0,77,-22
2278,0,0,78,-22
2279,0,0,79,-22
2280,0,0,80,-22
2281,0,0,81,-22
2282,0,0,82,-22
2283,0,0,83,-22
2284,0,0,84,-22
2285,0,0,85,-22
2286,0,0,86,-22
2287,0,0,87,-22
2288,0,0,88,-22
2289,0,0,89,-22
2290,0,0,90,-22
2291,0,0,91,-22
2292,0,0,92,-22
2293,0,0,93,-22
2294,0,0,94,-22
2295,0,0,95,-22
2296,0,0,96,-22
2297,0,0,97,-22
2298,0,0,98,-22
2299,0,0,99,-22
2300,0,0,0,-23
2301,0,0,1,-23
2302,0,0,2,-23
2303,0,0,3,-23
2304,0,0,4,-23
2305,0,0,5,-23
2306,0,0,6,-23
2307,0,0,7,-23
2308,0,0,8,-23
2309,0,0,9,-23
2310,0,0,10,-23
2311,0,0,11,-23
2312,0,0,12,-23
2313,0,0,13,-23
2314,0,0,14,-23
2315,0,0,15,-23
2316,0,0,16,-23
2317,0,0,17,-23
2318,0,0,18,-23
2319,0,0,19,-23
2320,0,0,20,-23
2321,0,0,21,-23
2322,0,0,22,-23
2323,0,0,23,-23
2324,0,0,24,-23
2325,0,0,25,-23
2326,0,0,26,-23
2327,0,0,27,-23
2328,0,0,28,-23
2329,0,0,29,-23
2330,0,0,30,-23
2331,0,0,31,-23
2332,0,0,32,-23
2333,0,0,33,-23
2334,0,0,34,-23
2335,0,0,35,-23
2336,0,0,36,-23
2337,0,0,37,-23
2338,0,0,38,-23
2339,0,0,39,-23
2340,0,0,40,-23
2341,0,0,41,-23
2342,0,0,42,-23
2343,0,0,43,-23
2344,0,0,44,-23
2345,0,0,45,-23
2346,0,0,46,-23
2347,0,0,47,-23
2348,0,0,48,-23
2349,0,0,49,-23
2350,0,0,50,-23
2351,0,0,51,-23
2352,0,0,52,-23
2353,0,0,53,-23
2354,0,0,54,-23
2355,0,0,55,-23
2356,0,0,56,-23
2357,0,0,57,-23
2358,0,0,58,-23
2359,0,0,59,-23
2360,0,0,60,-23
2361,0,0,61,-23
2362,0,0,62,-23
2363,0,0,63,-23
2364,0,0,64,-23
2365,0,0,65,-23
2366,0,0,66,-23
2367,0,0,67,-23
2368,0,0,68,-23
2369,0,0,69,-23
2370,0,0,70,-23
2371,0,0,71,-23
2372,0,0,72,-23
2373,0,0,73,-23
2374,0,0,74,-23
2375,0,0,75,-23
2376,0,0,76,-23
2377,0,0,77,-23
2378,0,0,78,-23
2379,0,0,79,-23
2380,0,0,80,-23
2381,0,0,81,-23
2382,0,0,82,-23
2383,0,0,83,-23
2384,0,0,84,-23
2385,0,0,85,-23
2386,0,0,86,-23
2387,0,0,87,-23
2388,0,0,88,-23
2389,0,0,89,-23
2390,0,0,90,-23
2391,0,0,91,-23
2392,0,0,92,-23
2393,0,0,93,-23
2394,0,0,94,-23
2395,0,0,95,-23
2396,0,0,96,-23
2397,0,0,97,-23
2398,0,0,98,-23
2399,0,0,99,-23
2400,0,0,0,-24
2401,0,0,1,-24
2402,0,0,2,-24
2403,0,0,3,-24
2404,0,0,4,-24
2405,0,0,5,-24
2406,0,0,6,-24
2407,0,0,7,-24
2408,0,0,8,-24
2409,0,0,9,-24
2410,0,0,10,-24
2411,0,0,11,-24
2412,0,0,12,-24
2413,0,0,13,-24
2414,0,0,14,-24
2415,0,0,15,-24
2416,0,0,16,-24
2417,0,0,17,-24
2418,0,0,18,-24
2419,0,0,19,-24
